RowID,MobID,MobName,Level,Exp,AI,Money1,Money2,QuestItemID,HP,SP,MP,Dex,Wis,Luc,Day,Size,Attrib,Defense,Magic,ResistState1,ResistState2,ResistState3,ResistState4,ResistState5,ResistState6,ResistState7,ResistState8,ResistState9,ResistState10,ResistState11,ResistState12,ResistState13,ResistState14,ResistState15,ResistSkill1,ResistSkill2,ResistSkill3,ResistSkill4,ResistSkill5,ResistSkill6,NormalTime,NormalStep,ChaseTime,ChaseStep,ChaseRange,AttackType1,AttackTime1,Attackrange1,Attack1,Attackplus1,Attackattrib1,Attackspecial1,Attackok1,Attacktype2,Attacktime2,Attackrange2,Attack2,Attackplus2,Attackattrib2,Attackspecial2,Attackok2,Attacktype3,Attacktime3,Attackrange3,Attack3,Attackplus3,Attackattrib3,Attackspecial3,Attackok3
396,395,Error Monster395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,396,Error Monster396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,397,Error Monster397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,398,Error Monster398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,399,Error Monster399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,400,Araky Woods Frog,22,264,1,700,1470,1078,1200,536,782,36,25,33,2,1,2,22,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,8,1800,8,9,0,2500,1,88,38,0,0,1,111,2500,1,80,48,0,0,1,0,0,0,120,0,0,2,0
402,401,Silverpick Goblin Priest,25,330,1,880,1848,1057,1414,596,909,41,28,36,1,1,4,25,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,8,1800,8,9,0,2500,1,92,40,0,0,1,39,2500,1,84,50,0,0,1,0,0,0,141,0,0,2,0
403,402,Keuraijen Poison Mist Zombi,26,352,1,940,1974,1060,1488,615,954,42,28,36,1,1,0,25,24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,8,1800,8,9,0,2500,1,98,43,0,0,1,102,2500,1,89,53,0,0,1,20,0,0,149,0,0,2,3
404,403,Silverpick Goblin Hunter,26,352,1,940,1974,1061,1488,615,954,42,28,36,1,1,4,25,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,8,1800,8,9,0,2500,22,98,43,0,0,1,0,2500,0,0,0,0,0,0,0,0,0,149,0,0,2,0
405,404,WedgeRock Kobolt Hunter,27,374,1,1000,2100,0,1564,636,999,43,29,38,1,1,1,26,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,8,1800,8,9,0,2500,1,101,44,0,0,1,18,2500,1,91,54,0,0,1,0,0,0,156,0,0,2,0
406,405,Keuraijen Large Black Leopard,28,396,1,1060,2226,121,1642,657,1046,44,29,39,3,2,4,26,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,8,1800,8,9,0,2500,2,103,45,0,0,1,21,2500,1,93,55,0,0,1,0,0,0,164,0,0,2,0
407,406,DemonStone HellTooth leader,30,440,1,1200,2520,0,1802,699,1143,46,31,40,0,2,0,27,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,8,1800,9,9,0,2500,3,113,49,0,0,1,114,2500,3,100,60,0,0,1,0,0,0,180,0,0,2,0
408,407,Keuraijen Big Antelope,30,440,1,1200,2520,0,1802,699,1143,46,31,40,3,2,0,27,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,8,1800,9,9,0,2500,2,113,49,0,0,1,0,2500,0,0,0,0,0,0,0,0,0,180,0,0,2,0
409,408,Keuraijen Big Bison,30,440,0,1200,2520,0,1802,699,1143,46,31,40,2,1,3,27,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,8,1800,9,9,0,2500,1,113,49,0,0,1,117,2500,1,100,60,0,0,1,0,0,0,180,0,0,2,0
410,409,Keuraijen Maneating Wild Boar,31,473,0,1270,2667,0,1884,720,1194,47,31,42,3,2,0,28,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,8,1800,9,9,0,2500,2,113,49,0,0,1,0,2500,0,0,0,0,0,0,0,0,0,188,0,0,2,0
411,410,Gigas Larva,31,473,1,1270,2667,0,1884,720,1194,47,31,42,2,1,0,28,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,8,1800,9,9,0,2500,1,113,49,0,0,1,19,2500,1,100,60,0,0,1,0,0,0,188,0,0,2,0
412,411,Gigas Bison,31,473,0,1270,2667,0,1884,720,1194,47,31,42,2,1,3,28,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,8,1800,9,9,0,2500,1,113,49,0,0,1,117,2500,1,100,60,0,0,1,0,0,0,188,0,0,2,0
413,412,Gigas Swamp Gigantic Frog,32,506,1,1340,2814,0,1969,741,1245,49,32,43,3,1,2,28,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,8,1800,9,9,0,2500,1,117,51,0,0,1,23,2500,1,104,62,0,0,1,0,0,0,197,0,0,2,0
414,413,Dragon Dens Gray Wolf,34,572,1,1340,2814,0,2141,784,1352,52,33,44,3,1,4,30,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,8,1800,9,9,0,2500,2,123,54,0,0,1,36,2500,2,109,65,0,0,1,0,0,0,214,0,0,2,0
415,414,Dragon Dens Strong Jaw Wolf,35,605,1,1580,3318,0,2230,807,1407,53,34,46,3,1,4,31,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,8,1800,9,9,0,2500,2,127,54,0,0,1,36,2500,2,111,66,0,0,1,0,0,0,223,0,0,2,0
416,415,Keuraijen Big Brown Bear,35,605,1,1580,3318,0,2230,807,1407,53,34,46,3,3,3,31,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,8,1800,9,9,0,2500,4,127,54,0,0,1,16,2500,4,111,66,0,0,1,0,0,0,223,0,0,2,0
417,416,Keuraijen Gigantic Spider,35,605,1,1580,3318,0,2230,807,1407,53,34,46,3,1,0,31,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,8,1800,9,9,0,2500,1,127,54,0,0,1,19,2500,1,111,66,0,0,1,0,0,0,223,0,0,2,0
418,417,Deadly Poison Dog Zombi,36,638,1,1660,3486,0,2321,829,1462,54,34,47,2,1,0,31,28,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,8,1800,9,9,0,2500,1,129,55,0,0,1,102,2500,1,113,67,0,0,1,20,0,0,232,0,0,2,3
419,418,Blood Snatcher,36,638,1,1660,3486,0,2321,829,1462,54,34,47,1,1,2,31,28,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4000,8,1800,9,9,0,2500,1,129,55,0,0,1,20,2500,1,113,67,0,0,1,0,0,0,232,0,0,2,0
420,419,Big Wing Wyvern,36,638,1,1660,3486,0,2321,829,1462,54,34,47,0,3,1,31,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87,178,180,184,181,86,4000,8,1800,9,9,0,2500,3,129,55,0,0,1,108,2500,3,113,67,0,0,1,45,0,0,232,0,0,2,1
421,420,Dragon Tooth Warrior,36,638,1,1660,3486,0,2321,829,1462,54,34,47,2,1,0,31,28,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,8,1800,9,9,0,2500,1,129,55,0,0,1,23,2500,1,113,67,0,0,1,0,0,0,232,0,0,2,0
422,421,Dragon Tooth Fighter,36,638,1,1660,3486,0,2321,829,1462,54,34,47,2,1,0,31,28,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,8,1800,9,9,0,2500,2,129,55,0,0,1,48,2500,2,113,67,0,0,1,0,0,0,232,0,0,2,0
423,422,DemonStone HellTooth Attan...,36,638,1,1660,3486,0,2321,829,1462,54,34,47,1,3,0,31,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,8,1800,9,9,0,2500,4,129,55,0,0,1,18,2500,4,113,67,0,0,1,0,0,0,232,0,0,2,0
424,423,Spirit Ruling Succubus,36,638,1,1660,3486,0,2321,829,1462,54,34,47,2,1,2,31,28,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,8,1800,9,9,0,2500,2,129,55,0,0,1,53,2500,2,113,67,0,0,1,0,0,0,232,0,0,2,0
425,424,Forest Guard Beholder,36,638,1,1660,3486,0,2321,829,1462,54,34,47,6,1,0,31,28,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4000,8,1800,9,9,0,2500,1,129,55,0,0,1,111,2500,1,113,67,0,0,1,0,0,0,232,0,0,2,0
426,425,Siclid Warrior,37,671,1,1740,3654,0,2413,852,1520,55,35,48,2,2,2,32,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,8,1800,9,9,0,2500,1,132,57,0,0,1,49,2500,1,115,69,0,0,1,0,0,0,241,0,0,2,0
427,426,Siclid Fighter,37,671,1,1740,3654,0,2413,852,1520,55,35,48,2,2,2,32,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,8,1800,9,9,0,2500,3,132,57,0,0,1,64,2500,3,115,69,0,0,1,0,0,0,241,0,0,2,0
428,427,Bloodsucking Dark Phantom,37,671,1,1740,3654,0,2413,852,1520,55,35,48,1,1,0,32,28,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,8,1800,9,9,0,2500,1,132,57,0,0,1,29,2500,1,115,69,0,0,1,0,0,0,241,0,0,2,0
429,428,Mutated Poison Human,37,671,1,1740,3654,0,2413,852,1520,55,35,48,1,1,0,32,28,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4000,8,1800,9,9,0,2500,1,132,57,0,0,1,19,2500,1,115,69,0,0,1,0,0,0,241,0,0,2,0
430,429,Ruined Guard Spirit,37,671,1,1740,3654,0,2413,852,1520,55,35,48,1,1,0,32,28,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,8,1800,9,9,0,2500,1,132,57,0,0,1,29,2500,1,115,69,0,0,1,0,0,0,241,0,0,2,0
431,430,DemonStone Golem,37,671,1,1740,3654,0,2413,852,1520,55,35,48,1,1,3,32,28,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,8,1800,9,9,0,2500,2,132,57,0,0,1,126,2500,4,115,69,0,0,1,0,0,0,241,0,0,2,0
432,431,Stone Golem Beholder,37,671,1,1740,3654,0,2413,852,1520,55,35,48,6,1,0,32,28,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4000,8,1800,9,9,0,2500,1,132,57,0,0,1,111,2500,1,115,69,0,0,1,0,0,0,241,0,0,2,0
433,432,Siclid Summoner,38,704,1,1820,3822,0,2506,874,1578,57,36,48,2,2,2,32,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,8,1800,9,9,0,2500,3,138,60,0,0,1,67,2500,3,120,72,0,0,1,0,0,0,251,0,0,2,0
434,433,Siclid Priest,38,704,1,1820,3822,0,2506,874,1578,57,36,48,2,2,2,32,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,8,1800,9,9,0,2500,3,138,60,0,0,1,67,2500,3,120,72,0,0,1,0,0,0,251,0,0,2,0
435,434,Ghost Wolf,25,704,1,1740,3654,1107,2485,1050,1050,27,40,50,3,1,0,35,35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87,178,180,184,181,86,4000,8,1800,8,9,0,2500,2,140,45,0,0,1,94,2500,2,140,45,0,0,1,0,0,0,127,0,0,3,0
436,435,Error Monster435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,436,Error Monster436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,437,Error Monster437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,438,Error Monster438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,439,Error Monster439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,440,Error Monster440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,441,Error Monster441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,442,Error Monster442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,443,Error Monster443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,444,Error Monster444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,445,Error Monster445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,446,Error Monster446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,447,Error Monster447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,448,Error Monster448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,449,Error Monster449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,450,Error Monster450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,451,Error Monster451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,452,Error Monster452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,453,Error Monster453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,454,Error Monster454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,455,Error Monster455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,456,Error Monster456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,457,Error Monster457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,458,Error Monster458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,459,Error Monster459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,460,Error Monster460,60,10316,1,3940,9062,0,60000,9999,9999,340,300,200,1,2,0,10,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87,178,180,184,181,86,4000,11,1800,11,20,0,2500,3,284,95,0,0,1,349,2500,4,284,95,0,0,1,0,0,0,2272,0,0,8,0
462,461,Error Monster461,60,10316,1,3940,9062,0,60000,9999,9999,340,300,200,1,2,0,10,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87,178,180,184,181,86,4000,11,1800,11,20,0,2500,3,284,95,0,0,1,350,2500,4,284,95,0,0,1,0,0,0,2272,0,0,8,0
463,462,Error Monster462,60,10316,1,3940,9062,0,60000,9999,9999,340,300,200,1,2,0,10,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87,178,180,184,181,86,4000,11,1800,11,20,0,2500,3,284,95,0,0,1,351,2500,4,284,95,0,0,1,0,0,0,2272,0,0,8,0
464,463,Error Monster463,60,10316,1,3940,9062,0,60000,9999,9999,340,300,200,1,2,0,10,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87,178,180,184,181,86,4000,11,1800,11,20,0,2500,3,284,95,0,0,1,352,2500,4,284,95,0,0,1,0,0,0,2272,0,0,8,0
465,464,Error Monster464,60,10316,1,3940,9062,0,60000,9999,9999,340,300,200,1,2,0,10,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87,178,180,184,181,86,4000,11,1800,11,20,0,2500,3,284,95,0,0,1,353,2500,4,284,95,0,0,1,0,0,0,2272,0,0,8,0
466,465,Error Monster465,60,10316,1,3940,9062,0,60000,9999,9999,340,300,200,1,2,0,10,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87,178,180,184,181,86,4000,11,1800,11,20,0,2500,3,284,95,0,0,1,354,2500,4,284,95,0,0,1,0,0,0,2272,0,0,8,0
467,466,Error Monster466,60,10316,1,3940,9062,0,60000,9999,9999,340,300,200,1,2,0,10,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87,178,180,184,181,86,4000,11,1800,11,20,0,2500,3,284,95,0,0,1,355,2500,4,284,95,0,0,1,0,0,0,2272,0,0,8,0
468,467,Error Monster467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,468,Error Monster468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,469,Error Monster469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,470,Error Monster470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,471,Error Monster471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,472,Error Monster472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,473,Error Monster473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,474,Error Monster474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,475,Error Monster475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,476,Error Monster476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,477,Error Monster477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,478,Error Monster478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,479,Error Monster479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,480,Error Monster480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,481,Error Monster481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,482,Error Monster482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,483,Error Monster483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
